,z,x,y,s2:product_type,s2:mgrs_tile,sat:relative_orbit,s2:degraded_msi_data_percentage,instruments,sat:orbit_state,s2:processing_baseline,s2:datatake_type,proj:epsg,s2:saturated_defective_pixel_percentage,constellation,proj:bbox,gsd,epsg,ndvi,platform,s2:product_uri,s2:medium_proba_clouds_percentage,s2:reflectance_conversion_factor,s2:unclassified_percentage,s2:datastrip_id,s2:nodata_pixel_percentage,s2:water_percentage,s2:high_proba_clouds_percentage,s2:thin_cirrus_percentage,s2:vegetation_percentage,s2:cloud_shadow_percentage,eo:cloud_cover,s2:mean_solar_azimuth,s2:not_vegetated_percentage,s2:dark_features_percentage,s2:snow_ice_percentage,s2:mean_solar_zenith,s2:granule_id,s2:datatake_id,s2:generation_time
12,12,4.3678888159866185,51.59465681800408,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.2889109895574341,Sentinel-2B,S2B_MSIL2A_20180913T105019_N0212_R051_T31UET_20201009T005425.SAFE,1.368366,0.986440165211584,1.089864,S2B_OPER_MSI_L2A_DS_ESRI_20201009T005427_S20180913T105053_N02.12,0.0,62.309015,5.554683,0.502172,19.482082,1.818614,7.425221,165.319136831088,6.681421,1.18769,0.006088,49.0104057522655,S2B_OPER_MSI_L2A_TL_ESRI_20201009T005427_A007942_T31UET_N02.12,GS2B_20180913T105019_007942_N02.12,2020-10-09T00:54:25.858Z
13,13,4.367595186272257,51.595016435952815,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.7670557717250325,Sentinel-2B,S2B_MSIL2A_20180913T105019_N0212_R051_T31UET_20201009T005425.SAFE,1.368366,0.986440165211584,1.089864,S2B_OPER_MSI_L2A_DS_ESRI_20201009T005427_S20180913T105053_N02.12,0.0,62.309015,5.554683,0.502172,19.482082,1.818614,7.425221,165.319136831088,6.681421,1.18769,0.006088,49.0104057522655,S2B_OPER_MSI_L2A_TL_ESRI_20201009T005427_A007942_T31UET_N02.12,GS2B_20180913T105019_007942_N02.12,2020-10-09T00:54:25.858Z
14,14,4.3966645279940595,51.59852271095295,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.23224261771747806,Sentinel-2B,S2B_MSIL2A_20180913T105019_N0212_R051_T31UET_20201009T005425.SAFE,1.368366,0.986440165211584,1.089864,S2B_OPER_MSI_L2A_DS_ESRI_20201009T005427_S20180913T105053_N02.12,0.0,62.309015,5.554683,0.502172,19.482082,1.818614,7.425221,165.319136831088,6.681421,1.18769,0.006088,49.0104057522655,S2B_OPER_MSI_L2A_TL_ESRI_20201009T005427_A007942_T31UET_N02.12,GS2B_20180913T105019_007942_N02.12,2020-10-09T00:54:25.858Z
15,15,4.3571713314124185,51.600230896209425,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.7112676056338029,Sentinel-2B,S2B_MSIL2A_20180913T105019_N0212_R051_T31UET_20201009T005425.SAFE,1.368366,0.986440165211584,1.089864,S2B_OPER_MSI_L2A_DS_ESRI_20201009T005427_S20180913T105053_N02.12,0.0,62.309015,5.554683,0.502172,19.482082,1.818614,7.425221,165.319136831088,6.681421,1.18769,0.006088,49.0104057522655,S2B_OPER_MSI_L2A_TL_ESRI_20201009T005427_A007942_T31UET_N02.12,GS2B_20180913T105019_007942_N02.12,2020-10-09T00:54:25.858Z
0,0,4.736167036092329,51.704642366981325,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.8327429539504081,,,,,,,,,,,,,,,,,,,,,
1,1,4.74080813544807,51.69593104296679,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.7378763295475032,,,,,,,,,,,,,,,,,,,,,
2,2,4.7399098581534105,51.70812689658714,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.6733936441660867,,,,,,,,,,,,,,,,,,,,,
3,3,4.730777372324372,51.71931407058475,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.5256038647342995,,,,,,,,,,,,,,,,,,,,,
4,4,4.7423052642725025,51.71289520025825,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.7363455809334657,,,,,,,,,,,,,,,,,,,,,
5,5,4.733472204208351,51.71876388169962,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.6050156739811913,,,,,,,,,,,,,,,,,,,,,
6,6,4.740209283918297,51.69794840221226,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.771485345255837,,,,,,,,,,,,,,,,,,,,,
7,7,4.738562442211421,51.716288031716545,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.6072062235567081,,,,,,,,,,,,,,,,,,,,,
8,8,4.730777372324372,51.71931407058475,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.5256038647342995,,,,,,,,,,,,,,,,,,,,,
9,9,4.7423052642725025,51.71289520025825,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.7363455809334657,,,,,,,,,,,,,,,,,,,,,
10,10,4.738562442211421,51.716288031716545,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.6072062235567081,,,,,,,,,,,,,,,,,,,,,
11,11,4.733472204208351,51.71876388169962,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.6050156739811913,,,,,,,,,,,,,,,,,,,,,
12,12,4.740209283918297,51.69794840221226,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.771485345255837,,,,,,,,,,,,,,,,,,,,,
13,13,4.736167036092329,51.704642366981325,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.8327429539504081,,,,,,,,,,,,,,,,,,,,,
14,14,4.7399098581534105,51.70812689658714,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.6733936441660867,,,,,,,,,,,,,,,,,,,,,
15,15,4.74080813544807,51.69593104296679,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.7378763295475032,,,,,,,,,,,,,,,,,,,,,
0,0,4.524246638884193,51.67952665390477,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.6312991707420795,,,,,,,,,,,,,,,,,,,,,
1,1,4.515584562310525,51.67934684493041,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.706945002007226,,,,,,,,,,,,,,,,,,,,,
2,2,4.5257147874560015,51.679616558391956,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.46353646353646355,,,,,,,,,,,,,,,,,,,,,
3,3,4.5257147874560015,51.67970646287914,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.47706163805235013,,,,,,,,,,,,,,,,,,,,,
4,4,4.515584562310525,51.67934684493041,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.706945002007226,,,,,,,,,,,,,,,,,,,,,
5,5,4.524246638884193,51.67952665390477,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.6312991707420795,,,,,,,,,,,,,,,,,,,,,
6,6,4.5257147874560015,51.679616558391956,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.46353646353646355,,,,,,,,,,,,,,,,,,,,,
7,7,4.5257147874560015,51.67970646287914,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.47706163805235013,,,,,,,,,,,,,,,,,,,,,
0,0,4.514556858310259,51.679256940443224,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.679814385150812,,,,,,,,,,,,,,,,,,,,,
1,1,4.502518040021432,51.679256940443224,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.7883459628952182,,,,,,,,,,,,,,,,,,,,,
2,2,4.512795080024089,51.67943674941759,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.6773613193403298,,,,,,,,,,,,,,,,,,,,,
3,3,4.504133003450421,51.67943674941759,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.6341022642712874,,,,,,,,,,,,,,,,,,,,,
4,4,4.514556858310259,51.67952665390477,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.7470103640712198,,,,,,,,,,,,,,,,,,,,,
5,5,4.506188411450952,51.679256940443224,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.7690140845070422,,,,,,,,,,,,,,,,,,,,,
6,6,4.51294189488127,51.68033579428942,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.8653805829314322,,,,,,,,,,,,,,,,,,,,,
7,7,4.504279818307602,51.679616558391956,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.7323400976110969,,,,,,,,,,,,,,,,,,,,,
8,8,4.515144117738982,51.67943674941759,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.6840572676534822,,,,,,,,,,,,,,,,,,,,,
9,9,4.512648265166908,51.679256940443224,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.6889692585895117,,,,,,,,,,,,,,,,,,,,,
10,10,4.50398618859324,51.679616558391956,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.7646435197455606,,,,,,,,,,,,,,,,,,,,,
11,11,4.502518040021432,51.679256940443224,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.7883459628952182,,,,,,,,,,,,,,,,,,,,,
12,12,4.514556858310259,51.67952665390477,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.7470103640712198,,,,,,,,,,,,,,,,,,,,,
13,13,4.512795080024089,51.67943674941759,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.6773613193403298,,,,,,,,,,,,,,,,,,,,,
14,14,4.504133003450421,51.67943674941759,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.6341022642712874,,,,,,,,,,,,,,,,,,,,,
15,15,4.515144117738982,51.67943674941759,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.6840572676534822,,,,,,,,,,,,,,,,,,,,,
16,16,4.504279818307602,51.679616558391956,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.7323400976110969,,,,,,,,,,,,,,,,,,,,,
17,17,4.506188411450952,51.679256940443224,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.7690140845070422,,,,,,,,,,,,,,,,,,,,,
18,18,4.51294189488127,51.68033579428942,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.8653805829314322,,,,,,,,,,,,,,,,,,,,,
19,19,4.50398618859324,51.679616558391956,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.7646435197455606,,,,,,,,,,,,,,,,,,,,,
20,20,4.512648265166908,51.679256940443224,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.6889692585895117,,,,,,,,,,,,,,,,,,,,,
21,21,4.514556858310259,51.679256940443224,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.679814385150812,,,,,,,,,,,,,,,,,,,,,
0,0,4.228855146236381,51.48002859684584,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.49724481763316714,,,,,,,,,,,,,,,,,,,,,
1,1,4.361428962270662,51.65183607185243,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.8550423802110362,,,,,,,,,,,,,,,,,,,,,
2,2,4.228855146236381,51.48002859684584,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.49724481763316714,,,,,,,,,,,,,,,,,,,,,
3,3,4.361428962270662,51.65183607185243,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.8550423802110362,,,,,,,,,,,,,,,,,,,,,
0,0,4.481083070873032,51.61317714236377,S2MSI2A,,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.8281807372175981,,,,,,,,,,,,,,,,,,,,,
1,1,4.983923956717345,51.70353115198262,S2MSI2A,,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.6850551654964895,,,,,,,,,,,,,,,,,,,,,
2,2,4.94722024242214,51.705598955187824,S2MSI2A,,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.71528550978209,,,,,,,,,,,,,,,,,,,,,
3,3,4.953092836709373,51.705598955187824,S2MSI2A,,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.6855962038879535,,,,,,,,,,,,,,,,,,,,,
4,4,4.948835205851129,51.70550905070064,S2MSI2A,,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.5125493693464136,,,,,,,,,,,,,,,,,,,,,
5,5,4.983923956717345,51.695529652623335,S2MSI2A,,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.5676122280363536,,,,,,,,,,,,,,,,,,,,,
6,6,4.971297878999795,51.70829608980331,S2MSI2A,,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.8169077757685352,,,,,,,,,,,,,,,,,,,,,
7,7,4.983630327002984,51.705598955187824,S2MSI2A,,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.6978137651821862,,,,,,,,,,,,,,,,,,,,,
8,8,4.944283945278523,51.704070578905714,S2MSI2A,,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.296313579094727,,,,,,,,,,,,,,,,,,,,,
9,9,4.954854614995543,51.70550905070064,S2MSI2A,,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.5947893022796803,,,,,,,,,,,,,,,,,,,,,
10,10,4.954707800138362,51.705598955187824,S2MSI2A,,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.7313171159325006,,,,,,,,,,,,,,,,,,,,,
11,11,4.944577574992885,51.705958573136556,S2MSI2A,,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.6383292383292384,,,,,,,,,,,,,,,,,,,,,
12,12,4.974380991000592,51.70793647185458,S2MSI2A,,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.6606088141753749,,,,,,,,,,,,,,,,,,,,,
13,13,4.950450169280118,51.705598955187824,S2MSI2A,,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.7763466042154566,,,,,,,,,,,,,,,,,,,,,
14,14,4.97761091785857,51.708116280828946,S2MSI2A,,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.6685393258426966,,,,,,,,,,,,,,,,,,,,,
15,15,4.953092836709373,51.705598955187824,S2MSI2A,,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.6855962038879535,,,,,,,,,,,,,,,,,,,,,
16,16,4.983923956717345,51.70353115198262,S2MSI2A,,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.6850551654964895,,,,,,,,,,,,,,,,,,,,,
17,17,4.94722024242214,51.705598955187824,S2MSI2A,,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.71528550978209,,,,,,,,,,,,,,,,,,,,,
18,18,4.983630327002984,51.705598955187824,S2MSI2A,,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.6978137651821862,,,,,,,,,,,,,,,,,,,,,
19,19,4.944283945278523,51.704070578905714,S2MSI2A,,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.296313579094727,,,,,,,,,,,,,,,,,,,,,
20,20,4.954707800138362,51.705598955187824,S2MSI2A,,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.7313171159325006,,,,,,,,,,,,,,,,,,,,,
21,21,4.954854614995543,51.70550905070064,S2MSI2A,,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.5947893022796803,,,,,,,,,,,,,,,,,,,,,
22,22,4.944577574992885,51.705958573136556,S2MSI2A,,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.6383292383292384,,,,,,,,,,,,,,,,,,,,,
23,23,4.983923956717345,51.695529652623335,S2MSI2A,,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.5676122280363536,,,,,,,,,,,,,,,,,,,,,
24,24,4.948835205851129,51.70550905070064,S2MSI2A,,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.5125493693464136,,,,,,,,,,,,,,,,,,,,,
25,25,4.971297878999795,51.70829608980331,S2MSI2A,,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.8169077757685352,,,,,,,,,,,,,,,,,,,,,
26,26,4.974380991000592,51.70793647185458,S2MSI2A,,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.6606088141753749,,,,,,,,,,,,,,,,,,,,,
27,27,4.950450169280118,51.705598955187824,S2MSI2A,,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.7763466042154566,,,,,,,,,,,,,,,,,,,,,
28,28,4.97761091785857,51.708116280828946,S2MSI2A,,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.6685393258426966,,,,,,,,,,,,,,,,,,,,,
29,29,4.481083070873032,51.61317714236377,S2MSI2A,,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.8281807372175981,,,,,,,,,,,,,,,,,,,,,
0,0,5.070251092739668,51.71198217377781,S2MSI2A,,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.7472434266327396,,,,,,,,,,,,,,,,,,,,,
1,1,5.062469905309085,51.709285039162324,S2MSI2A,,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.5576086956521739,,,,,,,,,,,,,,,,,,,,,
2,2,5.05806545959366,51.70694752249557,S2MSI2A,,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.6388246946186861,,,,,,,,,,,,,,,,,,,,,
3,3,4.47535729144298,51.61326704685095,S2MSI2A,,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.3989560029828486,,,,,,,,,,,,,,,,,,,,,
4,4,5.070251092739668,51.71189226929063,S2MSI2A,,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.6977290524667189,,,,,,,,,,,,,,,,,,,,,
5,5,5.060267682451372,51.707486949418666,S2MSI2A,,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.7114982578397212,,,,,,,,,,,,,,,,,,,,,
6,6,5.064965757881159,51.71000427505979,S2MSI2A,,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.5742657342657342,,,,,,,,,,,,,,,,,,,,,
7,7,5.05806545959366,51.70694752249557,S2MSI2A,,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.6388246946186861,,,,,,,,,,,,,,,,,,,,,
8,8,4.47535729144298,51.61326704685095,S2MSI2A,,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.3989560029828486,,,,,,,,,,,,,,,,,,,,,
9,9,5.070251092739668,51.71189226929063,S2MSI2A,,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.6977290524667189,,,,,,,,,,,,,,,,,,,,,
10,10,5.064965757881159,51.71000427505979,S2MSI2A,,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.5742657342657342,,,,,,,,,,,,,,,,,,,,,
11,11,5.070251092739668,51.71198217377781,S2MSI2A,,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.7472434266327396,,,,,,,,,,,,,,,,,,,,,
12,12,5.060267682451372,51.707486949418666,S2MSI2A,,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.7114982578397212,,,,,,,,,,,,,,,,,,,,,
13,13,5.062469905309085,51.709285039162324,S2MSI2A,,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.5576086956521739,,,,,,,,,,,,,,,,,,,,,
0,0,4.223863441092233,51.51338316159071,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.7864077669902912,,,,,,,,,,,,,,,,,,,,,
1,1,4.238251297095953,51.551862282105006,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.48586456278763973,,,,,,,,,,,,,,,,,,,,,
2,2,4.225037959949679,51.5192269532576,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.7014042867701404,,,,,,,,,,,,,,,,,,,,,
3,3,4.223569811377871,51.516619723129295,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.7675508682220091,,,,,,,,,,,,,,,,,,,,,
4,4,4.2338468513805285,51.56175177569513,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.6488208337990388,,,,,,,,,,,,,,,,,,,,,
5,5,4.23414048109489,51.536218901335175,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.7824546333082788,,,,,,,,,,,,,,,,,,,,,
6,6,4.234434110809252,51.53666842377109,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.6404290129067443,,,,,,,,,,,,,,,,,,,,,
7,7,4.236489518809783,51.55788588274626,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.736797583081571,,,,,,,,,,,,,,,,,,,,,
8,8,4.238251297095953,51.551862282105006,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.48586456278763973,,,,,,,,,,,,,,,,,,,,,
9,9,4.225037959949679,51.5192269532576,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.7014042867701404,,,,,,,,,,,,,,,,,,,,,
10,10,4.223569811377871,51.516619723129295,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.7675508682220091,,,,,,,,,,,,,,,,,,,,,
