,z,x,y,s2:product_type,s2:mgrs_tile,sat:relative_orbit,s2:degraded_msi_data_percentage,instruments,sat:orbit_state,s2:processing_baseline,s2:datatake_type,proj:epsg,s2:saturated_defective_pixel_percentage,constellation,proj:bbox,gsd,epsg,ndvi,platform,s2:product_uri,s2:medium_proba_clouds_percentage,s2:reflectance_conversion_factor,s2:unclassified_percentage,s2:datastrip_id,s2:nodata_pixel_percentage,s2:water_percentage,s2:high_proba_clouds_percentage,s2:thin_cirrus_percentage,s2:vegetation_percentage,s2:cloud_shadow_percentage,eo:cloud_cover,s2:mean_solar_azimuth,s2:not_vegetated_percentage,s2:dark_features_percentage,s2:snow_ice_percentage,s2:mean_solar_zenith,s2:granule_id,s2:datatake_id,s2:generation_time
9,9,4.867465233995063,51.70482576327637,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.7050666666666666,,,,,,,,,,,,,,,,,,,,,
10,10,4.867465233995063,51.70482576327637,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.7050666666666666,,,,,,,,,,,,,,,,,,,,,
11,11,4.91013340549139,51.71317029470082,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.6919579425973288,,,,,,,,,,,,,,,,,,,,,
12,12,4.9045940288409895,51.71252840766817,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.826797385620915,,,,,,,,,,,,,,,,,,,,,
13,13,4.926152683912818,51.71023595398013,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.7908395253410225,,,,,,,,,,,,,,,,,,,,,
14,14,4.91013340549139,51.71317029470082,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.6919579425973288,,,,,,,,,,,,,,,,,,,,,
15,15,4.91013340549139,51.71317029470082,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.6919579425973288,,,,,,,,,,,,,,,,,,,,,
16,16,4.926152683912818,51.71023595398013,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.7908395253410225,,,,,,,,,,,,,,,,,,,,,
17,17,4.926152683912818,51.71023595398013,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.7908395253410225,,,,,,,,,,,,,,,,,,,,,
18,18,4.9045940288409895,51.71252840766817,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.826797385620915,,,,,,,,,,,,,,,,,,,,,
19,19,4.867465233995063,51.70482576327637,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.7050666666666666,,,,,,,,,,,,,,,,,,,,,
0,0,4.216064482484466,51.57516458268109,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
1,1,4.207830273950087,51.60524157506811,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
2,2,4.206033719360768,51.58240873633528,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
3,3,4.203039461711903,51.59084496590725,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
4,4,4.201093194240141,51.59460458995563,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
5,5,4.200194916945481,51.59836421400401,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
6,6,4.201692045769914,51.59286232515272,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
7,7,4.806681803723102,51.70831029288218,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.6035913481159026,,,,,,,,,,,,,,,,,,,,,
8,8,4.20797998683253,51.60588346210076,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
9,9,4.204237164771449,51.588552512219216,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
10,10,4.203039461711903,51.59066156961221,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
11,11,4.204087451889006,51.5889193048093,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
12,12,4.200194916945481,51.596988741791186,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
13,13,4.205434867830995,51.58754383259648,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
14,14,4.204087451889006,51.58873590851426,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
15,15,4.204836016301222,51.58598496408862,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
16,16,4.20244061018213,51.60056496954452,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
17,17,4.2087285512447465,51.607992519493756,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
18,18,4.204386877653892,51.583234019662974,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
19,19,4.204686303418779,51.585801567793574,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
20,20,4.201392620005027,51.593687608480415,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
21,21,4.199596065415708,51.5979057232664,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
22,22,4.20842912547986,51.60881780282145,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
23,23,4.826743329970498,51.70381708365363,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.7033810412777433,,,,,,,,,,,,,,,,,,,,,
24,24,4.204836016301222,51.58598496408862,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
25,25,4.20842912547986,51.60881780282145,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
26,26,4.20244061018213,51.60056496954452,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
27,27,4.201392620005027,51.593687608480415,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
28,28,4.207830273950087,51.60524157506811,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
29,29,4.204237164771449,51.588552512219216,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
30,30,4.216064482484466,51.57516458268109,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
31,31,4.203039461711903,51.59066156961221,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
32,32,4.205434867830995,51.58754383259648,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
33,33,4.204087451889006,51.5889193048093,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
34,34,4.200194916945481,51.596988741791186,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
35,35,4.206033719360768,51.58240873633528,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
36,36,4.203039461711903,51.59084496590725,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
37,37,4.201093194240141,51.59460458995563,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
38,38,4.826743329970498,51.70381708365363,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.7033810412777433,,,,,,,,,,,,,,,,,,,,,
39,39,4.200194916945481,51.59836421400401,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
40,40,4.204087451889006,51.58873590851426,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
41,41,4.204386877653892,51.583234019662974,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
42,42,4.201692045769914,51.59286232515272,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
43,43,4.806681803723102,51.70831029288218,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.6035913481159026,,,,,,,,,,,,,,,,,,,,,
44,44,4.20797998683253,51.60588346210076,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
45,45,4.199596065415708,51.5979057232664,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
46,46,4.20842912547986,51.60881780282145,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
47,47,4.2087285512447465,51.607992519493756,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
48,48,4.204686303418779,51.585801567793574,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
49,49,4.216064482484466,51.57516458268109,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
50,50,4.200194916945481,51.596988741791186,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
51,51,4.205434867830995,51.58754383259648,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
52,52,4.207830273950087,51.60524157506811,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
53,53,4.201392620005027,51.593687608480415,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
54,54,4.204836016301222,51.58598496408862,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
55,55,4.204237164771449,51.588552512219216,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
56,56,4.204087451889006,51.5889193048093,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
57,57,4.20244061018213,51.60056496954452,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
58,58,4.203039461711903,51.59066156961221,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
59,59,4.2087285512447465,51.607992519493756,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
60,60,4.204686303418779,51.585801567793574,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
61,61,4.20244061018213,51.60056496954452,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
62,62,4.201392620005027,51.593687608480415,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
63,63,4.206033719360768,51.58240873633528,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
64,64,4.200194916945481,51.596988741791186,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
65,65,4.200194916945481,51.59836421400401,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
66,66,4.204237164771449,51.588552512219216,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
67,67,4.806681803723102,51.70831029288218,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.6035913481159026,,,,,,,,,,,,,,,,,,,,,
68,68,4.20797998683253,51.60588346210076,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
69,69,4.206033719360768,51.58240873633528,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
70,70,4.203039461711903,51.59066156961221,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
71,71,4.826743329970498,51.70381708365363,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.7033810412777433,,,,,,,,,,,,,,,,,,,,,
72,72,4.2087285512447465,51.607992519493756,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
73,73,4.204686303418779,51.585801567793574,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
74,74,4.204087451889006,51.5889193048093,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
75,75,4.216064482484466,51.57516458268109,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
76,76,4.204087451889006,51.58873590851426,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
77,77,4.207830273950087,51.60524157506811,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
78,78,4.203039461711903,51.59084496590725,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
79,79,4.204386877653892,51.583234019662974,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
80,80,4.201093194240141,51.59460458995563,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
81,81,4.205434867830995,51.58754383259648,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
82,82,4.206033719360768,51.58240873633528,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
83,83,4.204386877653892,51.583234019662974,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
84,84,4.200194916945481,51.59836421400401,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
85,85,4.204087451889006,51.58873590851426,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
86,86,4.204836016301222,51.58598496408862,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
87,87,4.199596065415708,51.5979057232664,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
88,88,4.203039461711903,51.59084496590725,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
89,89,4.826743329970498,51.70381708365363,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.7033810412777433,,,,,,,,,,,,,,,,,,,,,
90,90,4.806681803723102,51.70831029288218,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.6035913481159026,,,,,,,,,,,,,,,,,,,,,
